Part,Section,Parser ID,Node ID,Question text,Data type,Checkboxes,Dropdown list,Condition,Review hints,Repetition group,Property name,Notes
C,25 - Foreign Contacts,c-25-10e257-0,128,What is their address?,checkboxes,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Resides in the U.S.,,,,
C,25 - Foreign Contacts,c-25-8d3a83-0,130,"Street (include Apt #, Unit #, or Suite #, if applicable)",text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Resides in the U.S.,,,,
C,25 - Foreign Contacts,c-25-1b159f-0,133,City,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Resides in the U.S.,,,,
C,25 - Foreign Contacts,c-25-1ca5f4-0,136,State or Territory,dropdown,I Don't Know,STATE_OR_TERRITORY,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Resides in the U.S.,,,,
C,25 - Foreign Contacts,c-25-daa835-0,139,ZIP Code,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Resides in the U.S.,,,,
C,25 - Foreign Contacts,c-25-ccade1-0,142,Is this a U.S. military installation?,dropdown,Yes|No|I Don't Know,YES_NO_DONTKNOW,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Resides in the U.S.,,,,
C,25 - Foreign Contacts,c-25-b7e5d6-0,147,What is the name of the U.S. military installation?,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Resides in the U.S. in a Military Installation,,,,
C,25 - Foreign Contacts,c-25-168d77-0,151,Where do they live?,checkboxes,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Does Not Reside in the U.S.,,,,
C,25 - Foreign Contacts,c-25-7b4e00-0,154,City,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Does Not Reside in the U.S.,,,,
C,25 - Foreign Contacts,c-25-1522e7-0,157,Country,dropdown,I Don't Know,COUNTRY,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Does Not Reside in the U.S.,,,,
C,25 - Foreign Contacts,c-25-ad328d-0,160,Is this a U.S. military installation or U.S. diplomatic facility?,dropdown,Yes|No|I Don't Know,YES_NO_DONTKNOW,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Does Not Reside in the U.S.,,,,
C,25 - Foreign Contacts,c-25-132576-0,165,What is the name of the U.S. military installation or U.S. diplomatic facility?,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Does Not Reside in the U.S. and Resides in a U.S. Military Installation or U.S. Diplomatic Facility.,,,,
C,25 - Foreign Contacts,c-25-1ff7b8-0,168,What is the APO/FPO/DPO ZIP Code for the U.S. military installation or U.S. diplomatic facility?,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Does Not Reside in the U.S. and Resides in a U.S. Military Installation or U.S. Diplomatic Facility.,,,,
C,25 - Foreign Contacts,c-25-105936-0,172,What is your relationship with this person?,dropdown,,FOREIGN_NATIONAL_RELATIONSHIP,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Type of Relationship with Foreign National.,,,,
C,25 - Foreign Contacts,c-25-1e679f-0,175,Please explain.,text,,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Explanation for Selection of “Other” for Relationship Description in Dropdown Menu.,,,,
C,25 - Foreign Contacts,c-25-1b3eb7-0,178,When was your first contact with this foreign national?,month,Estimated,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Additional Question on Span and Method of Contact.,,,,
C,25 - Foreign Contacts,c-25-6deb68-0,181,When was your last contact with this foreign national?,month,Estimated,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Additional Question on Span and Method of Contact.,,,,
C,25 - Foreign Contacts,c-25-37cb00-0,184,What methods do you and this foreign national use to contact one another? (Select all that apply.),dropdown,,CONTACT_METHOD,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Additional Question on Span and Method of Contact.,,,,
C,25 - Foreign Contacts,c-25-291c1d-0,185,What is the foreign national’s email address?,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Additional Question on Span and Method of Contact.,,,,
C,25 - Foreign Contacts,c-25-131260-0,186,What is the foreign national’s phone number?,test,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Additional Question on Span and Method of Contact.,extra_chunks,,,
C,25 - Foreign Contacts,c-25-10bd26-0,194,Please explain.,text,,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Selection for Method of Contact in Dropdown Menu is “Other.”,,,,
C,25 - Foreign Contacts,c-25-14a6a9-0,197,How often are you in contact with this foreign national?,dropdown,,FREQUENCY_VALUE,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Frequency of Contact.,,,,
C,25 - Foreign Contacts,c-25-17c1b8-0,200,Please explain.,text,,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Selection for Frequency of Contact in Dropdown Menu is “Other.”,,,,
C,25 - Foreign Contacts,c-25-71c33a-0,203,"Who does this foreign national work for? (If they are unemployed, provide the name of their most recent employer.)",text,Never Worked|I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Foreign National Employer Information.,,,,
C,25 - Foreign Contacts,c-25-1866a4-0,207,"If known, what is this foreign national’s occupation?",text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Foreign National Employer Information.,,,,
C,25 - Foreign Contacts,c-25-1bae5c-0,210,Is this employer located in the U.S.?,checkboxes,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Foreign National Employer Information.,,,,
C,25 - Foreign Contacts,c-25-1789ee-0,213,What is the employer's address?,checkboxes,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Employer Information Located in the U.S.,,,,
C,25 - Foreign Contacts,c-25-498b0b-0,215,"Street (include Apt #, Unit #, or Suite #, if applicable)",text,,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Employer Information Located in the U.S.,,,,
C,25 - Foreign Contacts,c-25-126614-0,217,City,text,,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Employer Information Located in the U.S.,,,,
C,25 - Foreign Contacts,c-25-630c3a-0,219,State or Territory,dropdown,,STATE_OR_TERRITORY,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Employer Information Located in the U.S.,,,,
C,25 - Foreign Contacts,c-25-104060-0,221,ZIP Code,text,,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Employer Information Located in the U.S.,,,,
C,25 - Foreign Contacts,c-25-12953e-0,223,Is this a U.S. military installation?,dropdown,Yes|No|I Don't Know,YES_NO_DONTKNOW,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Employer Information Located in the U.S.,,,,
C,25 - Foreign Contacts,c-25-1c97e7-0,228,What is the name of the U.S. military installation?,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer is in a U.S. and in Military Installation in the U.S.,,,,
C,25 - Foreign Contacts,c-25-1bfa98-0,232,Where is the employer located?,checkboxes,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.,,,,
C,25 - Foreign Contacts,c-25-414626-0,235,City,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.,,,,
C,25 - Foreign Contacts,c-25-ba1e13-0,238,Country,dropdown,I Don't Know,COUNTRY,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.,,,,
C,25 - Foreign Contacts,c-25-17cf48-0,241,Is this a U.S. military installation or U.S. diplomatic facility?,dropdown,Yes|No|I Don't Know,YES_NO_DONTKNOW,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.,,,,
C,25 - Foreign Contacts,c-25-18fb1e-0,246,What is the name of the U.S. military installation or diplomatic facility?,text,I Don't Know|Not Applicable,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.,,,,
C,25 - Foreign Contacts,c-25-fd8369-0,250,What is the APO/FPO/DPO ZIP Code for the U.S. military installation or U.S. diplomatic facility?,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.,,,,
C,25 - Foreign Contacts,c-25-1dd77b-0,254,Is this person associated with any of the following foreign disciplines? (Select all that apply),dropdown,I Don't Know,FOREIGN_NATIONAL_WORK,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Foreign Government Affiliation Question.,,,,
C,25 - Foreign Contacts,c-25-10146a-0,258,Please explain.,text,,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Foreign Government Affiliation Selection of “Other” in dropdown menu.,,,,
C,25 - Foreign Contacts,c-25-142678-0,261,Please describe this association.,text,I Don't Know,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Foreign Government Affiliation Description.,,,,
C,25 - Foreign Contacts,c-25-1a69ec-0,265,"Does your relationship with this foreign national influence your actions or obligate you in any way, now or in the future?",boolean,,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Additional Questions,,,,
C,25 - Foreign Contacts,c-25-a10c41-0,269,Please explain.,text,,,for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Explanation for Affirmative Answer to Relationship Influences or Obligates Individual in Any Way Now or in the Future. Text field,,,,
C,25 - Foreign Contacts,c-25-94de6a-0,272,Do you have another instance in which you've had contact with a foreign national in the past five years with whom you:,boolean,,,asking if there are any Other Instances of Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed.,,,,
C,25 - Foreign Contacts,c-25-1a63b1-0,281,"Does your spouse; legally-recognized partner from a civil union, domestic partnership, common law marriage; or, the person with whom you are in a committed, spouse-like relationship have a foreign national contact that influences your actions or obligates you in any way, now or in the future?",boolean,,,,,,,
